stage,split,recipe_band,depth,aspect_ratio,head_dim,model_dim,seed,num_iterations,target_tokens,total_batch_size,device_batch_size,max_seq_len,warmup_steps,fp8,window_pattern,model_tag,n_index,d_index,planned_family,planned_model_depth,planned_data_tokens,planned_total_batch_size,planned_note,sizing_family,target_n_scaling,preflight_n_scaling,target_n_scaling_rel_error,n_geometric_rel_error,source_prefix_order,source_prefix_family,source_prefix_q_hint,target_budget_b,train_row_group_start,base_num_iterations,D_actual,train_length_multiplier,support_policy,support_point_id,support_keys,delta_support_process_family,delta_support_process_repeats,target_line_referee_usage,roihu_partition_note
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d1-dep4-md704-it216-x1p00-s212-rg0,source_delta_support_process_control,canonical,4,72,64,704,212,216,113246208,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d1-dep4-md704-it216-x1p00-s212-rg0,4,1,roihu_delta_support_process_control,4,113246208,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,18,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,216,113246208,1.0,offline_union_5x5_source_replication,4:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d1-dep4-md704-it216-x1p00-s213-rg0,source_delta_support_process_control,canonical,4,72,64,704,213,216,113246208,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d1-dep4-md704-it216-x1p00-s213-rg0,4,1,roihu_delta_support_process_control,4,113246208,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,18,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,216,113246208,1.0,offline_union_5x5_source_replication,4:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d1-dep4-md704-it216-x1p00-s214-rg0,source_delta_support_process_control,canonical,4,72,64,704,214,216,113246208,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d1-dep4-md704-it216-x1p00-s214-rg0,4,1,roihu_delta_support_process_control,4,113246208,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,18,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,216,113246208,1.0,offline_union_5x5_source_replication,4:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d1-dep4-md704-it216-x1p00-s215-rg0,source_delta_support_process_control,canonical,4,72,64,704,215,216,113246208,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d1-dep4-md704-it216-x1p00-s215-rg0,4,1,roihu_delta_support_process_control,4,113246208,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,18,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,216,113246208,1.0,offline_union_5x5_source_replication,4:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d1-dep4-md704-it216-x1p00-s216-rg0,source_delta_support_process_control,canonical,4,72,64,704,216,216,113246208,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d1-dep4-md704-it216-x1p00-s216-rg0,4,1,roihu_delta_support_process_control,4,113246208,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,18,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,216,113246208,1.0,offline_union_5x5_source_replication,4:1,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s211-rg0,source_delta_support_process_control,canonical,4,72,64,704,211,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s211-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s212-rg0,source_delta_support_process_control,canonical,4,72,64,704,212,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s212-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s213-rg0,source_delta_support_process_control,canonical,4,72,64,704,213,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s213-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s214-rg0,source_delta_support_process_control,canonical,4,72,64,704,214,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s214-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s215-rg0,source_delta_support_process_control,canonical,4,72,64,704,215,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s215-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d2-dep4-md704-it324-x1p00-s216-rg0,source_delta_support_process_control,canonical,4,72,64,704,216,324,169869312,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d2-dep4-md704-it324-x1p00-s216-rg0,4,2,roihu_delta_support_process_control,4,169869312,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,19,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,324,169869312,1.0,offline_union_5x5_source_replication,4:2,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s211-rg0,source_delta_support_process_control,canonical,4,72,64,704,211,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s211-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s212-rg0,source_delta_support_process_control,canonical,4,72,64,704,212,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s212-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s213-rg0,source_delta_support_process_control,canonical,4,72,64,704,213,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s213-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s214-rg0,source_delta_support_process_control,canonical,4,72,64,704,214,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s214-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s215-rg0,source_delta_support_process_control,canonical,4,72,64,704,215,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s215-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d3-dep4-md704-it486-x1p00-s216-rg0,source_delta_support_process_control,canonical,4,72,64,704,216,486,254803968,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d3-dep4-md704-it486-x1p00-s216-rg0,4,3,roihu_delta_support_process_control,4,254803968,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,20,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,486,254803968,1.0,offline_union_5x5_source_replication,4:3,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s211-rg0,source_delta_support_process_control,canonical,4,72,64,704,211,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s211-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s212-rg0,source_delta_support_process_control,canonical,4,72,64,704,212,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s212-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s213-rg0,source_delta_support_process_control,canonical,4,72,64,704,213,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s213-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s214-rg0,source_delta_support_process_control,canonical,4,72,64,704,214,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s214-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s215-rg0,source_delta_support_process_control,canonical,4,72,64,704,215,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s215-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
fsl_targetdistance_source_replication_s211_216_20260713_1841_n4-d4-dep4-md704-it729-x1p00-s216-rg0,source_delta_support_process_control,canonical,4,72,64,704,216,729,382205952,524288,16,2048,40,1,L,fsl-targetdistance-source-replication-s211-216-20260713-1841-n4-d4-dep4-md704-it729-x1p00-s216-rg0,4,4,roihu_delta_support_process_control,4,382205952,524288,"Prospective source-deployment replication on already measured x100 and x150 target referees. Source geometry, support, readouts, thresholds, and scoring were frozen before these source runs; target losses remain evaluation-only.",controlled_model_dim_source_prefix_smalln_5x5,46858504.0,46858504.0,0.0,0.162821576719,25,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,offline_union_5x5_source_replication,4:4,0:0;0:1;0:2;0:3;0:4;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:2;2:3;2:4;3:0;3:1;3:2;3:3;3:4;4:0;4:1;4:2;4:3;4:4,target_distance_source_replication_5x5,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
